what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1354632003302
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1354632003302
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1354632003303
os,sysinfo,,,"win32",1354632003307
arch,sysinfo,,,"x86",1354632003307
ws,sysinfo,,,"win32",1354632003307
locale,sysinfo,,,"it_IT",1354632003307
processors,sysinfo,,,"4",1354632003307
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354632003307
java.runtime.version,sysinfo,,,"1.6.0_32-b05",1354632003307
java.specification.name,sysinfo,,,"Java Platform API Specification",1354632003307
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354632003307
java.specification.version,sysinfo,,,"1.6",1354632003307
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354632003307
java.version,sysinfo,,,"1.6.0_32",1354632003307
java.vm.info,sysinfo,,,"mixed mode, sharing",1354632003307
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354632003307
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354632003307
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354632003307
java.vm.specification.version,sysinfo,,,"1.0",1354632003307
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354632003307
java.vm.version,sysinfo,,,"20.7-b02",1354632003307
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1354632004915
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1354632004917
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1354632004937
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1354632004943
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1354632004963
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1354632004974
